ts,temp,hum,press,lux,co2
1772374458,25.43793,52.14008,1010.868,42.004612,860.0
1772376045,25.82513,51.56176,1010.849,58.036156,845.0
1772377245,26.02274,51.69604,1010.911,39.622795,884.0
1772379562,26.22301,51.70672,1010.771,68.526466,850.0
1772381235,26.32448,51.94324,1010.659,13.121655,844.0
1772383320,26.49538,51.99359,1010.746,8.140298,847.0
1772384844,27.09621,51.53887,1010.849,8.657265,875.0
1772386485,27.36057,50.67216,1011.025,1.787049,886.0
1772387687,27.14694,50.92241,1011.169,4.974489,883.0
1772388887,26.92798,51.29473,1011.31,4.596931,876.0
1772390087,26.76776,51.58617,1011.424,4.905912,867.0
1772391287,26.60754,51.44884,1011.389,4.596931,805.0
1772392487,26.46868,51.34813,1011.492,4.687401,742.0
1772393687,26.33517,51.40459,1011.676,4.662612,698.0
1772394887,26.24437,51.60448,1011.835,11.708081,694.0
1772396087,26.30312,51.43816,1012.093,7.48487,753.0
1772397287,26.36988,51.20928,1012.217,7.089254,793.0
1772398487,26.28443,51.28099,1012.484,7.29069,777.0
1772399687,26.20966,51.09331,1012.525,7.381587,765.0
1772401890,26.34051,51.21996,1012.783,7.51954,870.0
1772403817,26.29778,51.16198,1012.793,8.239215,879.0
1772405868,26.06546,51.52514,1012.685,7.336032,861.0
1772407684,25.95865,51.5816,1012.57,7.99366,879.0
1772408886,25.77439,51.77234,1012.412,8.251646,893.0
1772410086,25.68895,51.72961,1012.468,8.879083,880.0
1772411611,25.6302,51.73724,1012.562,9.336382,900.0
1772413567,25.34714,52.06531,1012.538,8.696088,911.0
1772416109,24.69291,52.95186,1012.266,0.0,760.0
1772417311,24.35645,53.23873,1012.345,0.0,795.0
1772418511,24.28969,53.25093,1012.096,0.0,799.0
1772419717,24.27901,53.25399,1012.097,0.0,770.0
1772420917,24.14015,53.09834,1011.952,0.0,792.0
1772422117,24.08675,52.99458,1011.912,0.0,790.0
1772423317,24.08942,53.03273,1011.75,0.0,751.0
1772424517,23.94789,52.84809,1011.594,0.0,775.0
1772425717,23.89448,52.8893,1011.626,0.0,773.0
1772426917,23.79301,53.01137,1011.817,0.0,729.0
1772428117,23.75029,52.78859,1011.821,0.0,756.0
1772429316,23.66216,52.77485,1011.971,0.0,746.0
1772430516,23.60075,52.80842,1012.127,0.0,717.0
1772431716,23.49928,52.68025,1012.075,0.0,733.0
1772432916,23.44053,52.64668,1012.282,0.129007,721.0
1772434116,23.27764,52.7245,1012.501,0.902755,710.0
1772435316,23.33906,52.52308,1012.574,1.897961,722.0
1772436516,23.25093,52.57954,1012.887,3.038428,718.0
1772437716,23.21088,52.60548,1012.932,2.637239,703.0
1772438916,23.27764,52.37049,1013.126,6.223293,691.0
1772440116,23.33105,52.26062,1013.322,6.437246,687.0
1772441316,23.33105,52.57496,1013.462,8.226801,684.0
1772442516,23.34173,52.56428,1013.485,8.683129,766.0
1772443716,23.34173,52.63905,1013.357,8.54163,777.0
1772444916,23.37911,52.82978,1013.434,9.213527,781.0
1772446116,23.42451,53.03273,1013.539,9.391409,771.0
1772447593,23.92119,53.39437,1013.379,18.55143,893.0
1772448793,24.06806,53.02968,1013.293,19.06604,960.0
1772449993,23.93454,53.16243,1013.372,19.67532,912.0
1772451193,24.01198,52.81453,1013.24,27.699186,827.0
1772452393,23.87045,50.60044,1013.06,23.604929,409.0
1772453593,23.91318,47.43267,1012.864,22.131956,406.0
1772454793,23.99329,44.57465,1012.576,25.007736,435.0
1772455993,24.22828,43.99634,1012.157,18.199348,429.0
1772457193,24.3698,42.39414,1012.034,20.696529,439.0
1772458393,24.0547,43.78729,1011.868,20.895647,410.0
1772459593,24.19623,43.27306,1011.778,22.345169,432.0
1772460793,24.37781,42.98619,1011.589,40.61507,438.0
1772461993,24.41253,43.69726,1011.394,54.178192,437.0
1772463193,24.33776,43.37682,1011.255,47.087708,444.0
1772464822,24.57275,42.9633,1011.273,54.262249,436.0
1772466412,24.62081,42.99382,1011.095,76.040222,455.0
1772468085,24.43923,42.3331,1011.043,36.287815,479.0
1772469286,23.92653,42.77104,1011.079,18.274239,500.0
1772470822,23.87045,43.50195,1011.056,10.33847,535.0
1772472536,24.30571,46.19822,1011.086,3.965423,552.0
1772474281,25.35782,45.95407,1011.282,4.983105,641.0
1772476532,25.56878,46.45609,1011.647,3.950577,675.0
1772478094,25.41123,46.76432,1011.812,11.299542,694.0
1772479451,25.24567,47.47997,1011.953,10.175367,668.0
1772480939,25.02136,47.97742,1012.138,10.204862,769.0
1772482442,24.96529,48.03693,1012.216,5.887786,773.0
1772485275,24.83978,48.68086,1012.521,5.801172,918.0
1772487517,24.7303,48.83802,1012.646,6.499342,991.0
1772489029,24.55672,49.24544,1012.806,5.782048,990.0
1772491919,24.49264,49.21187,1013.07,6.334711,948.0
1772493864,24.28168,49.13253,1013.12,6.123233,933.0
1772496508,23.51797,50.22507,1013.341,0.0,778.0
1772497708,23.41916,50.17929,1013.278,0.0,816.0
1772498908,23.36576,50.05569,1013.545,0.0,817.0
1772500108,23.36309,49.95804,1013.72,0.0,782.0
1772501308,23.20287,49.92599,1013.491,0.0,806.0
1772502508,23.09339,49.88022,1013.357,0.0,804.0
1772503708,23.09606,49.7673,1013.218,0.0,783.0
1772504908,22.96788,49.81613,1012.933,0.0,792.0
1772506108,22.88777,49.83291,1012.81,0.0,794.0
1772507308,22.87442,49.63302,1012.614,0.0,780.0
1772508508,22.74891,49.64065,1012.76,0.0,782.0
1772509708,22.67414,49.70016,1012.765,0.0,778.0
1772510908,22.71153,49.42397,1012.639,0.0,766.0
1772512108,22.52995,49.51095,1012.754,0.0,771.0
1772513308,22.47921,49.37514,1012.819,0.0,773.0
1772514508,22.47387,49.23934,1013.005,0.0,765.0
1772515708,22.29229,49.24086,1013.038,0.0,771.0
1772516908,22.26024,49.09895,1013.24,0.0,773.0
1772518108,22.26024,48.90822,1013.49,0.0,763.0
1772519308,22.11604,48.93874,1013.615,0.212642,773.0
1772520508,22.03326,48.80903,1013.811,0.530575,769.0
1772521708,22.00656,48.55878,1013.965,1.566323,751.0
1772522908,21.9585,48.65797,1014.165,2.343381,786.0
1772524108,21.90776,48.58015,1014.337,3.006892,770.0
1772525308,21.91844,48.65644,1014.539,6.273761,749.0
1772526508,21.90242,49.11574,1014.8,7.067134,766.0
1772527708,21.8864,49.30953,1014.949,8.41458,749.0
1772528908,21.89174,49.50027,1015.058,8.326535,729.0
1772530108,21.9398,49.50179,1015.086,8.618583,692.0
1772531308,21.9398,49.55215,1015.112,9.614166,671.0
1772532508,21.99588,49.56283,1015.02,10.058096,649.0
1772533708,22.06264,49.70016,1014.99,10.116591,625.0
1772534908,22.10002,49.7673,1014.903,10.443399,616.0
1772536108,22.16411,49.69864,1014.676,10.779011,590.0
1772537308,22.24689,49.68338,1014.624,11.824734,574.0
1772538508,22.33501,49.67727,1014.519,5.472826,560.0
1772539708,22.41245,49.82681,1014.091,11.412676,547.0
1772540908,22.51659,49.80239,1013.735,10.028954,536.0
1772542108,22.59403,49.87259,1013.423,10.175367,531.0
1772543308,22.70619,50.06638,1013.336,11.044553,522.0
1772544508,22.80499,50.24643,1013.272,8.314017,517.0
1772545708,22.89578,50.30747,1013.087,9.727154,506.0
1772546908,23.0106,50.50584,1012.894,10.043515,502.0
1772548108,23.12276,50.69658,1012.778,8.592872,492.0
1772549308,23.2269,50.90562,1012.787,8.644357,486.0
1772550508,23.3444,50.99718,1012.74,7.023045,482.0
1772551708,23.47524,51.07652,1012.62,5.801172,473.0
1772552908,23.55535,51.1223,1012.648,5.782048,466.0
1772554108,23.64881,51.06432,1012.576,4.662612,461.0
1772555308,23.72091,51.01701,1012.506,3.291054,458.0
1772556508,23.79034,51.00328,1012.486,1.801325,456.0
1772557924,23.9292,51.21538,1012.443,6.709491,495.0
1772559124,24.29236,50.50431,1012.449,3.452499,554.0
1772560324,24.2977,50.38224,1012.418,1.20991,630.0
1772561524,24.35378,50.62638,1012.461,7.100335,709.0
1772562724,24.27901,50.52262,1012.556,7.48487,720.0
1772563924,24.12947,51.02312,1012.844,6.979162,730.0
1772565124,24.08675,51.25963,1013.096,7.461823,744.0
1772566324,24.09209,51.25353,1013.082,6.913723,772.0
1772567524,24.41253,50.79881,1013.187,3.920991,748.0
1772570133,24.65019,50.07858,1013.38,4.040177,807.0
1772571913,24.51133,50.18845,1013.404,4.983105,846.0
1772573114,24.50866,50.40971,1013.464,5.658815,858.0
1772575429,24.271,50.86137,1013.748,5.677653,896.0
1772577808,24.15618,50.84916,1013.773,5.810751,924.0
1772579281,24.04135,50.89799,1013.871,5.762968,950.0
1772580770,23.94255,50.89342,1013.823,6.123233,927.0
1772581969,23.91318,50.70573,1013.739,6.344911,927.0
1772583619,23.29633,51.21386,1013.725,0.0,762.0
1772584819,23.12543,51.3344,1013.662,0.0,805.0
1772586019,23.09339,51.17113,1013.606,0.0,806.0
1772587219,23.07736,51.08873,1013.661,0.0,791.0
1772588419,22.93851,51.06889,1013.643,0.0,809.0
1772589619,22.84772,51.01244,1013.472,0.0,812.0
1772590819,22.84237,50.84001,1013.336,0.0,809.0
1772592019,22.70619,50.85221,1013.291,0.0,819.0
1772593219,22.53796,50.80033,1013.1,0.0,830.0
1772594419,22.49523,50.76677,1013.005,0.0,842.0
1772595619,22.50057,50.52567,1013.051,0.0,832.0
1772596819,22.37774,50.48142,1012.92,0.0,841.0
1772598019,22.27359,50.41123,1012.919,0.0,838.0
1772599219,22.30297,50.20676,1012.967,0.0,826.0
1772600419,22.14809,50.17319,1013.158,0.0,833.0
1772601619,22.05997,50.11215,1013.369,0.0,832.0
1772602819,22.07065,49.99466,1013.506,0.0,824.0
1772604019,21.98253,49.95346,1013.721,0.0,829.0
1772605219,21.95583,49.85885,1013.764,0.0,826.0
1772606419,21.93179,49.87869,1013.823,0.166322,837.0
1772607619,21.88907,49.87564,1014.051,0.408161,830.0
1772608819,21.86503,49.94736,1014.275,0.882079,844.0
1772610019,21.841,49.90768,1014.444,1.334897,847.0
1772611219,21.87839,49.83139,1014.495,1.982128,805.0
1772612420,21.85702,49.78408,1014.699,2.57348,839.0
1772613620,21.841,49.7734,1014.86,3.16002,834.0
1772614820,21.86503,49.95804,1015.079,3.548832,832.0
1772616020,21.87572,50.03281,1015.181,3.732048,831.0
1772617220,21.8677,50.18692,1015.088,5.148752,828.0
1772618420,21.93446,51.01549,1015.068,5.801172,871.0
1772619910,22.37507,51.86694,1014.803,26.75671,1075.0
1772621111,22.5967,51.68383,1014.577,27.699186,1089.0
1772622311,22.73556,51.70367,1014.374,20.895647,1101.0
1772623511,22.89044,51.59838,1014.261,21.096706,1086.0
1772624711,22.9572,51.61059,1014.023,23.411366,1151.0
1772625911,23.11208,51.55413,1013.961,23.604929,1027.0
1772627111,22.85039,53.61105,1013.512,21.475334,571.0
1772629521,23.29099,53.02968,1013.399,33.131016,513.0
1772631713,23.50462,52.63752,1012.749,26.682821,454.0
1772633941,23.8571,51.98749,1012.003,53.100067,454.0
1772636039,23.92653,51.69299,1011.903,60.094807,452.0
